g_id,src,dst,label
1,162,262,0
1,162,22,0
1,162,5,0
1,162,46,0
1,162,47,0
1,256,134,0
1,12,134,0
1,48,134,0
1,57,134,0
1,102,134,0
1,4,134,0
1,134,132,0
1,274,274,0
1,274,69,0
1,274,28,0
1,274,117,0
1,261,24,0
1,261,105,0
1,199,199,0
1,199,194,0
1,215,58,0
1,165,233,0
1,165,240,0
1,165,150,0
1,52,269,0
1,141,118,0
1,141,151,0
1,141,122,0
1,141,25,0
1,108,108,0
1,108,172,0
1,227,277,0
1,214,211,0
1,69,132,0
1,69,163,0
1,69,103,0
1,28,249,0
1,117,188,0
1,163,193,0
1,103,70,0
1,193,65,0
1,193,13,0
1,70,217,0
1,70,100,0
1,249,251,0
1,251,202,0
1,251,53,0
1,251,242,0
1,188,275,0
1,275,71,0
1,275,273,0
1,275,23,0
1,275,90,0
1,71,26,0
1,71,41,0
1,273,39,0
1,273,222,0
1,23,7,0
1,90,220,0
1,24,1,0
1,105,77,0
1,1,263,0
1,1,243,0
1,1,149,0
1,1,91,0
1,1,51,0
1,1,15,0
1,263,210,0
1,243,127,0
1,243,160,0
1,149,139,0
1,91,258,0
1,91,223,0
1,51,54,0
1,15,68,0
1,210,190,0
1,210,239,0
1,210,166,0
1,210,84,0
1,210,276,0
1,210,187,0
1,210,61,0
1,210,206,0
1,210,79,0
1,127,113,0
1,127,170,0
1,160,230,0
1,139,86,0
1,139,142,0
1,139,72,0
1,139,209,0
1,139,232,0
1,139,128,0
1,139,67,0
1,258,111,0
1,258,9,0
1,258,218,0
1,258,182,0
1,258,257,0
1,223,278,0
1,278,205,0
1,54,175,0
1,68,35,0
1,77,159,0
1,159,34,0
1,34,154,0
1,194,197,0
1,197,133,0
1,133,55,0
1,58,176,0
1,176,17,0
1,17,144,0
1,144,11,0
1,233,179,0
1,240,207,0
1,150,8,0
1,179,260,0
1,179,183,0
1,179,264,0
1,260,270,0
1,183,106,0
1,264,156,0
1,264,42,0
1,270,56,0
1,270,20,0
1,270,198,0
1,270,101,0
1,270,158,0
1,270,155,0
1,270,228,0
1,270,114,0
1,270,49,0
1,270,279,0
1,106,246,0
1,156,73,0
1,42,212,0
1,42,167,0
1,42,201,0
1,42,135,0
1,207,109,0
1,207,74,0
1,207,44,0
1,207,112,0
1,207,234,0
1,109,33,0
1,74,33,0
1,74,18,0
1,74,235,0
1,74,224,0
1,74,104,0
1,74,138,0
1,74,250,0
1,74,64,0
1,74,203,0
1,74,40,0
1,44,33,0
1,44,137,0
1,44,184,0
1,112,33,0
1,112,203,0
1,112,62,0
1,112,241,0
1,112,282,0
1,234,174,0
1,234,248,0
1,33,29,0
1,33,136,0
1,33,143,0
1,33,145,0
1,33,252,0
1,33,78,0
1,33,124,0
1,33,146,0
1,33,244,0
1,33,75,0
1,33,265,0
1,33,186,0
1,33,268,0
1,33,280,0
1,33,216,0
1,33,87,0
1,33,192,0
1,33,30,0
1,87,8,0
1,87,6,0
1,87,85,0
1,87,94,0
1,18,213,0
1,18,80,0
1,235,76,0
1,224,66,0
1,224,189,0
1,104,181,0
1,138,231,0
1,138,195,0
1,250,180,0
1,64,19,0
1,64,236,0
1,203,120,0
1,203,225,0
1,203,125,0
1,203,161,0
1,203,266,0
1,203,168,0
1,40,31,0
1,40,14,0
1,137,2,0
1,184,185,0
1,62,50,0
1,241,169,0
1,282,92,0
1,174,200,0
1,248,96,0
1,248,253,0
1,6,164,0
1,6,191,0
1,85,93,0
1,94,0,0
1,94,271,0
1,94,178,0
1,269,16,0
1,16,152,0
1,152,10,0
1,10,88,0
1,118,226,0
1,151,208,0
1,122,63,0
1,25,147,0
1,25,121,0
1,25,60,0
1,25,97,0
1,226,98,0
1,98,247,0
1,247,116,0
1,208,81,0
1,81,95,0
1,95,130,0
1,95,32,0
1,63,123,0
1,63,119,0
1,123,237,0
1,119,259,0
1,237,89,0
1,259,281,0
1,259,59,0
1,147,177,0
1,121,45,0
1,60,204,0
1,97,153,0
1,177,245,0
1,245,126,0
1,45,196,0
1,196,272,0
1,204,148,0
1,204,21,0
1,148,99,0
1,21,221,0
1,153,267,0
1,267,254,0
1,172,219,0
1,219,173,0
1,173,129,0
1,173,36,0
1,277,37,0
1,37,82,0
1,82,115,0
1,115,238,0
1,211,38,0
1,38,171,0
1,171,255,0
1,255,157,0
2,83,107,0
2,83,140,0
2,107,3,0
2,140,274,0
2,140,261,0
2,140,199,0
2,140,215,0
2,140,165,0
2,140,52,0
2,140,141,0
2,140,108,0
2,140,227,0
2,140,214,0
2,3,43,0
2,43,229,0
2,229,110,0
2,110,162,0
2,162,256,0
2,162,12,0
2,162,48,0
2,162,57,0
2,162,102,0
2,162,4,0
2,162,27,0
2,162,131,0
2,162,262,0
2,162,22,0
2,162,5,0
2,162,46,0
2,162,47,0
2,256,134,0
2,12,134,0
2,48,134,0
2,57,134,0
2,102,134,0
2,4,134,0
2,134,132,0
2,274,274,0
2,274,69,0
2,274,28,0
2,274,117,0
2,261,24,0
2,261,105,0
2,199,199,0
2,199,194,0
2,215,58,0
2,165,233,0
2,165,240,0
2,165,150,0
2,52,269,0
2,141,118,0
2,141,151,0
2,141,122,0
2,141,25,0
2,108,108,0
2,108,172,0
2,227,277,0
2,214,211,0
2,69,132,0
2,69,163,0
2,69,103,0
2,28,249,0
2,117,188,0
2,163,193,0
2,103,70,0
2,193,65,0
2,193,13,0
2,70,217,0
2,70,100,0
2,249,251,0
2,251,202,0
2,251,53,0
2,251,242,0
2,188,275,0
2,275,71,0
2,275,273,0
2,275,23,0
2,275,90,0
2,71,26,0
2,71,41,0
2,273,39,0
2,273,222,0
2,23,7,0
2,90,220,0
2,24,1,0
2,105,77,0
2,1,263,0
2,1,243,0
2,1,149,0
2,1,91,0
2,1,51,0
2,1,15,0
2,263,210,0
2,243,127,0
2,243,160,0
2,149,139,0
2,91,258,0
2,91,223,0
2,51,54,0
2,15,68,0
2,210,190,0
2,210,239,0
2,210,166,0
2,210,84,0
2,210,276,0
2,210,187,0
2,210,61,0
2,210,206,0
2,210,79,0
2,127,113,0
2,127,170,0
2,160,230,0
2,139,86,0
2,139,142,0
2,139,72,0
2,139,209,0
2,139,232,0
2,139,128,0
2,139,67,0
2,258,111,0
2,258,9,0
2,258,218,0
2,258,182,0
2,258,257,0
2,223,278,0
2,278,205,0
2,54,175,0
2,68,35,0
2,77,159,0
2,159,34,0
2,34,154,0
2,194,197,0
2,197,133,0
2,133,55,0
2,58,176,0
2,176,17,0
2,17,144,0
2,144,11,0
2,233,179,0
2,240,207,0
2,150,8,0
2,179,260,0
2,179,183,0
2,179,264,0
2,260,270,0
2,183,106,0
2,264,156,0
2,264,42,0
2,270,56,0
2,270,20,0
2,270,198,0
2,270,101,0
2,270,158,0
2,270,155,0
2,270,228,0
2,270,114,0
2,270,49,0
2,270,279,0
2,106,246,0
2,156,73,0
2,42,212,0
2,42,167,0
2,42,201,0
2,42,135,0
2,207,109,0
2,207,74,0
2,207,44,0
2,207,112,0
2,207,234,0
2,109,33,0
2,74,33,0
2,74,18,0
2,74,235,0
2,74,224,0
2,74,104,0
2,74,138,0
2,74,250,0
2,74,64,0
2,74,203,0
2,74,40,0
2,44,33,0
2,44,137,0
2,44,184,0
2,112,33,0
2,112,203,0
2,112,62,0
2,112,241,0
2,112,282,0
2,234,174,0
2,234,248,0
2,33,29,0
2,33,136,0
2,33,143,0
2,33,145,0
2,33,252,0
2,33,78,0
2,33,124,0
2,33,146,0
2,33,244,0
2,33,75,0
2,33,265,0
2,33,186,0
2,33,268,0
2,33,280,0
2,33,216,0
2,33,87,0
2,33,192,0
2,33,30,0
2,87,8,0
2,87,6,0
2,87,85,0
2,87,94,0
2,18,213,0
2,18,80,0
2,235,76,0
2,224,66,0
2,224,189,0
2,104,181,0
2,138,231,0
2,138,195,0
2,250,180,0
2,64,19,0
2,64,236,0
2,203,120,0
2,203,225,0
2,203,125,0
2,203,161,0
2,203,266,0
2,203,168,0
2,40,31,0
2,40,14,0
2,137,2,0
2,184,185,0
2,62,50,0
2,241,169,0
2,282,92,0
2,174,200,0
2,248,96,0
2,248,253,0
2,6,164,0
2,6,191,0
2,85,93,0
2,94,0,0
2,94,271,0
2,94,178,0
2,269,16,0
2,16,152,0
2,152,10,0
2,10,88,0
2,118,226,0
2,151,208,0
2,122,63,0
2,25,147,0
2,25,121,0
2,25,60,0
2,25,97,0
2,226,98,0
2,98,247,0
2,247,116,0
2,208,81,0
2,81,95,0
2,95,130,0
2,95,32,0
2,63,123,0
2,63,119,0
2,123,237,0
2,119,259,0
2,237,89,0
2,259,281,0
2,259,59,0
2,147,177,0
2,121,45,0
2,60,204,0
2,97,153,0
2,177,245,0
2,245,126,0
2,45,196,0
2,196,272,0
2,204,148,0
2,204,21,0
2,148,99,0
2,21,221,0
2,153,267,0
2,267,254,0
2,172,219,0
2,219,173,0
2,173,129,0
2,173,36,0
2,277,37,0
2,37,82,0
2,82,115,0
2,115,238,0
2,211,38,0
2,38,171,0
2,171,255,0
2,255,157,0
3,83,107,0
3,83,140,0
3,107,3,0
3,140,274,0
3,140,261,0
3,140,199,0
3,140,215,0
3,140,165,0
3,140,52,0
3,140,141,0
3,140,108,0
3,140,227,0
3,140,214,0
3,3,43,0
3,43,229,0
3,229,110,0
3,110,162,0
3,162,256,0
3,162,12,0
3,162,48,0
3,162,57,0
3,162,102,0
3,162,4,0
3,162,27,0
3,162,131,0
3,162,262,0
3,162,22,0
3,162,5,0
3,162,46,0
3,162,47,0
3,256,134,0
3,12,134,0
3,48,134,0
3,57,134,0
3,102,134,0
3,4,134,0
3,134,132,0
3,274,274,0
3,274,69,0
3,274,28,0
3,274,117,0
3,261,24,0
3,261,105,0
3,199,199,0
3,199,194,0
3,215,58,0
3,165,233,0
3,165,240,0
3,165,150,0
3,52,269,0
3,141,118,0
3,141,151,0
3,141,122,0
3,141,25,0
3,108,108,0
3,108,172,0
3,227,277,0
3,214,211,0
3,69,132,0
3,69,163,0
3,69,103,0
3,28,249,0
3,117,188,0
3,163,193,0
3,103,70,0
3,193,65,0
3,193,13,0
3,70,217,0
3,70,100,0
3,249,251,0
3,251,202,0
3,251,53,0
3,251,242,0
3,188,275,0
3,275,71,0
3,275,273,0
3,275,23,0
3,275,90,0
3,71,26,0
3,71,41,0
3,273,39,0
3,273,222,0
3,23,7,0
3,90,220,0
3,24,1,0
3,105,77,0
3,1,263,0
3,1,243,0
3,1,149,0
3,1,91,0
3,1,51,0
3,1,15,0
3,263,210,0
3,243,127,0
3,243,160,0
3,149,139,0
3,91,258,0
3,91,223,0
3,51,54,0
3,15,68,0
3,210,190,0
3,210,239,0
3,210,166,0
3,210,84,0
3,210,276,0
3,210,187,0
3,210,61,0
3,210,206,0
3,210,79,0
3,127,113,0
3,127,170,0
3,160,230,0
3,139,86,0
3,139,142,0
3,139,72,0
3,139,209,0
3,139,232,0
3,139,128,0
3,139,67,0
3,258,111,0
3,258,9,0
3,258,218,0
3,258,182,0
3,258,257,0
3,223,278,0
3,278,205,0
3,54,175,0
3,68,35,0
3,77,159,0
3,159,34,0
3,34,154,0
3,194,197,0
3,197,133,0
3,133,55,0
3,58,176,0
3,176,17,0
3,17,144,0
3,144,11,0
3,233,179,0
3,240,207,0
3,150,8,0
3,179,260,0
3,179,183,0
3,179,264,0
3,260,270,0
3,183,106,0
3,264,156,0
3,264,42,0
3,270,56,0
3,270,20,0
3,270,198,0
3,270,101,0
3,270,158,0
3,270,155,0
3,270,228,0
3,270,114,0
3,270,49,0
3,270,279,0
3,106,246,0
3,156,73,0
3,42,212,0
3,42,167,0
3,42,201,0
3,42,135,0
3,207,109,0
3,207,74,0
3,207,44,0
3,207,112,0
3,207,234,0
3,109,33,0
3,74,33,0
3,74,18,0
3,74,235,0
3,74,224,0
3,74,104,0
3,74,138,0
3,74,250,0
3,74,64,0
3,74,203,0
3,74,40,0
3,44,33,0
3,44,137,0
3,44,184,0
3,112,33,0
3,112,203,0
3,112,62,0
3,112,241,0
3,112,282,0
3,234,174,0
3,234,248,0
3,33,29,0
3,33,136,0
3,33,143,0
3,33,145,0
3,33,252,0
3,33,78,0
3,33,124,0
3,33,146,0
3,33,244,0
3,33,75,0
3,33,265,0
3,33,186,0
3,33,268,0
3,33,280,0
3,33,216,0
3,33,87,0
3,33,192,0
3,33,30,0
3,87,8,0
3,87,6,0
3,87,85,0
3,87,94,0
3,18,213,0
3,18,80,0
3,235,76,0
3,224,66,0
3,224,189,0
3,104,181,0
3,138,231,0
3,138,195,0
3,250,180,0
3,64,19,0
3,64,236,0
3,203,120,0
3,203,225,0
3,203,125,0
3,203,161,0
3,203,266,0
3,203,168,0
3,40,31,0
3,40,14,0
3,137,2,0
3,184,185,0
3,62,50,0
3,241,169,0
3,282,92,0
3,174,200,0
3,248,96,0
3,248,253,0
3,6,164,0
3,6,191,0
3,85,93,0
3,94,0,0
3,94,271,0
3,94,178,0
3,269,16,0
3,16,152,0
3,152,10,0
3,10,88,0
3,118,226,0
3,151,208,0
3,122,63,0
3,25,147,0
3,25,121,0
3,25,60,0
3,25,97,0
3,226,98,0
3,98,247,0
3,247,116,0
3,208,81,0
3,81,95,0
3,95,130,0
3,95,32,0
3,63,123,0
3,63,119,0
3,123,237,0
3,119,259,0
3,237,89,0
3,259,281,0
3,259,59,0
3,147,177,0
3,121,45,0
3,60,204,0
3,97,153,0
3,177,245,0
3,245,126,0
3,45,196,0
3,196,272,0
3,204,148,0
3,204,21,0
3,148,99,0
3,21,221,0
3,153,267,0
3,267,254,0
3,172,219,0
3,219,173,0
3,173,129,0
3,173,36,0
3,277,37,0
3,37,82,0
3,82,115,0
3,115,238,0
3,211,38,0
3,38,171,0
3,171,255,0
3,255,157,0
4,83,107,0
4,83,140,0
4,107,3,0
4,140,274,0
4,140,261,0
4,140,199,0
4,140,215,0
4,140,165,0
4,140,52,0
4,140,141,0
4,140,108,0
4,140,227,0
4,140,214,0
4,3,43,0
4,43,229,0
4,229,110,0
4,110,162,0
4,162,256,0
4,162,12,0
4,162,48,0
4,162,57,0
4,162,102,0
4,162,4,0
4,162,27,0
4,162,131,0
4,162,262,0
4,162,22,0
4,162,5,0
4,162,46,0
4,162,47,0
4,256,134,0
4,12,134,0
4,48,134,0
4,57,134,0
4,102,134,0
4,4,134,0
4,134,132,0
4,274,274,0
4,274,69,0
4,274,28,0
4,274,117,0
4,261,24,0
4,261,105,0
4,199,199,0
4,199,194,0
4,215,58,0
4,165,233,0
4,165,240,0
4,165,150,0
4,52,269,0
4,141,118,0
4,141,151,0
4,141,122,0
4,141,25,0
4,108,108,0
4,108,172,0
4,227,277,0
4,214,211,0
4,69,132,0
4,69,163,0
4,69,103,0
4,28,249,0
4,117,188,0
4,163,193,0
4,103,70,0
4,193,65,0
4,193,13,0
4,70,217,0
4,70,100,0
4,249,251,0
4,251,202,0
4,251,53,0
4,251,242,0
4,188,275,0
4,275,71,0
4,275,273,0
4,275,23,0
4,275,90,0
4,71,26,0
4,71,41,0
4,273,39,0
4,273,222,0
4,23,7,0
4,90,220,0
4,24,1,0
4,105,77,0
4,1,263,0
4,1,243,0
4,1,149,0
4,1,91,0
4,1,51,0
4,1,15,0
4,263,210,0
4,243,127,0
4,243,160,0
4,149,139,0
4,91,258,0
4,91,223,0
4,51,54,0
4,15,68,0
4,210,190,0
4,210,239,0
4,210,166,0
4,210,84,0
4,210,276,0
4,210,187,0
4,210,61,0
4,210,206,0
4,210,79,0
4,127,113,0
4,127,170,0
4,160,230,0
4,139,86,0
4,139,142,0
4,139,72,0
4,139,209,0
4,139,232,0
4,139,128,0
4,139,67,0
4,258,111,0
4,258,9,0
4,258,218,0
4,258,182,0
4,258,257,0
4,223,278,0
4,278,205,0
4,54,175,0
4,68,35,0
4,77,159,0
4,159,34,0
4,34,154,0
4,194,197,0
4,197,133,0
4,133,55,0
4,58,176,0
4,176,17,0
4,17,144,0
4,144,11,0
4,233,179,0
4,240,207,0
4,150,8,0
4,179,260,0
4,179,183,0
4,179,264,0
4,260,270,0
4,183,106,0
4,264,156,0
4,264,42,0
4,270,56,0
4,270,20,0
4,270,198,0
4,270,101,0
4,270,158,0
4,270,155,0
4,270,228,0
4,270,114,0
4,270,49,0
4,270,279,0
4,106,246,0
4,156,73,0
4,42,212,0
4,42,167,0
4,42,201,0
4,42,135,0
4,207,109,0
4,207,74,0
4,207,44,0
4,207,112,0
4,207,234,0
4,109,33,0
4,74,33,0
4,74,18,0
4,74,235,0
4,74,224,0
4,74,104,0
4,74,138,0
4,74,250,0
4,74,64,0
4,74,203,0
4,74,40,0
4,44,33,0
4,44,137,0
4,44,184,0
4,112,33,0
4,112,203,0
4,112,62,0
4,112,241,0
4,112,282,0
4,234,174,0
4,234,248,0
4,33,29,0
4,33,136,0
4,33,143,0
4,33,145,0
4,33,252,0
4,33,78,0
4,33,124,0
4,33,146,0
4,33,244,0
4,33,75,0
4,33,265,0
4,33,186,0
4,33,268,0
4,33,280,0
4,33,216,0
4,33,87,0
4,33,192,0
4,33,30,0
4,87,8,0
4,87,6,0
4,87,85,0
4,87,94,0
4,18,213,0
4,18,80,0
4,235,76,0
4,224,66,0
4,224,189,0
4,104,181,0
4,138,231,0
4,138,195,0
4,250,180,0
4,64,19,0
4,64,236,0
4,203,120,0
4,203,225,0
4,203,125,0
4,203,161,0
4,203,266,0
4,203,168,0
4,40,31,0
4,40,14,0
4,137,2,0
4,184,185,0
4,62,50,0
4,241,169,0
4,282,92,0
4,174,200,0
4,248,96,0
4,248,253,0
4,6,164,0
4,6,191,0
4,85,93,0
4,94,0,0
4,94,271,0
4,94,178,0
4,269,16,0
4,16,152,0
4,152,10,0
4,10,88,0
4,118,226,0
4,151,208,0
4,122,63,0
4,25,147,0
4,25,121,0
4,25,60,0
4,25,97,0
4,226,98,0
4,98,247,0
4,247,116,0
4,208,81,0
4,81,95,0
4,95,130,0
4,95,32,0
4,63,123,0
4,63,119,0
4,123,237,0
4,119,259,0
4,237,89,0
4,259,281,0
4,259,59,0
4,147,177,0
4,121,45,0
4,60,204,0
4,97,153,0
4,177,245,0
4,245,126,0
4,45,196,0
4,196,272,0
4,204,148,0
4,204,21,0
4,148,99,0
4,21,221,0
4,153,267,0
4,267,254,0
4,172,219,0
4,219,173,0
4,173,129,0
4,173,36,0
4,277,37,0
4,37,82,0
4,82,115,0
4,115,238,0
4,211,38,0
4,38,171,0
4,171,255,0
4,255,157,0
5,83,107,0
5,83,140,0
5,107,3,0
5,140,274,0
5,140,261,0
5,140,199,0
5,140,215,0
5,140,165,0
5,140,52,0
5,140,141,0
5,140,108,0
5,140,227,0
5,140,214,0
5,3,43,0
5,43,229,0
5,229,110,0
5,110,162,0
5,162,256,0
5,162,12,0
5,162,48,0
5,162,57,0
5,162,102,0
5,162,4,0
5,162,27,0
5,162,131,0
5,162,262,0
5,162,22,0
5,162,5,0
5,162,46,0
5,162,47,0
5,256,134,0
5,12,134,0
5,48,134,0
5,57,134,0
5,102,134,0
5,4,134,0
5,134,132,0
5,274,274,0
5,274,69,0
5,274,28,0
5,274,117,0
5,261,24,0
5,261,105,0
5,199,199,0
5,199,194,0
5,215,58,0
5,165,233,0
5,165,240,0
5,165,150,0
5,52,269,0
5,141,118,0
5,141,151,0
5,141,122,0
5,141,25,0
5,108,108,0
5,108,172,0
5,227,277,0
5,214,211,0
5,69,132,0
5,69,163,0
5,69,103,0
5,28,249,0
5,117,188,0
5,163,193,0
5,103,70,0
5,193,65,0
5,193,13,0
5,70,217,0
5,70,100,0
5,249,251,0
5,251,202,0
5,251,53,0
5,251,242,0
5,188,275,0
5,275,71,0
5,275,273,0
5,275,23,0
5,275,90,0
5,71,26,0
5,71,41,0
5,273,39,0
5,273,222,0
5,23,7,0
5,90,220,0
5,24,1,0
5,105,77,0
5,1,263,0
5,1,243,0
5,1,149,0
5,1,91,0
5,1,51,0
5,1,15,0
5,263,210,0
5,243,127,0
5,243,160,0
5,149,139,0
5,91,258,0
5,91,223,0
5,51,54,0
5,15,68,0
5,210,190,0
5,210,239,0
5,210,166,0
5,210,84,0
5,210,276,0
5,210,187,0
5,210,61,0
5,210,206,0
5,210,79,0
5,127,113,0
5,127,170,0
5,160,230,0
5,139,86,0
5,139,142,0
5,139,72,0
5,139,209,0
5,139,232,0
5,139,128,0
5,139,67,0
5,258,111,0
5,258,9,0
5,258,218,0
5,258,182,0
5,258,257,0
5,223,278,0
5,278,205,0
5,54,175,0
5,68,35,0
5,77,159,0
5,159,34,0
5,34,154,0
5,194,197,0
5,197,133,0
5,133,55,0
5,58,176,0
5,176,17,0
5,17,144,0
5,144,11,0
5,233,179,0
5,240,207,0
5,150,8,0
5,179,260,0
5,179,183,0
5,179,264,0
5,260,270,0
5,183,106,0
5,264,156,0
5,264,42,0
5,270,56,0
5,270,20,0
5,270,198,0
5,270,101,0
5,270,158,0
5,270,155,0
5,270,228,0
5,270,114,0
5,270,49,0
5,270,279,0
5,106,246,0
5,156,73,0
5,42,212,0
5,42,167,0
5,42,201,0
5,42,135,0
5,207,109,0
5,207,74,0
5,207,44,0
5,207,112,0
5,207,234,0
5,109,33,0
5,74,33,0
5,74,18,0
5,74,235,0
5,74,224,0
5,74,104,0
5,74,138,0
5,74,250,0
5,74,64,0
5,74,203,0
5,74,40,0
5,44,33,0
5,44,137,0
5,44,184,0
5,112,33,0
5,112,203,0
5,112,62,0
5,112,241,0
5,112,282,0
5,234,174,0
5,234,248,0
5,33,29,0
5,33,136,0
5,33,143,0
5,33,145,0
5,33,252,0
5,33,78,0
5,33,124,0
5,33,146,0
5,33,244,0
5,33,75,0
5,33,265,0
5,33,186,0
5,33,268,0
5,33,280,0
5,33,216,0
5,33,87,0
5,33,192,0
5,33,30,0
5,87,8,0
5,87,6,0
5,87,85,0
5,87,94,0
5,18,213,0
5,18,80,0
5,235,76,0
5,224,66,0
5,224,189,0
5,104,181,0
5,138,231,0
5,138,195,0
5,250,180,0
5,64,19,0
5,64,236,0
5,203,120,0
5,203,225,0
5,203,125,0
5,203,161,0
5,203,266,0
5,203,168,0
5,40,31,0
5,40,14,0
5,137,2,0
5,184,185,0
5,62,50,0
5,241,169,0
5,282,92,0
5,174,200,0
5,248,96,0
5,248,253,0
5,6,164,0
5,6,191,0
5,85,93,0
5,94,0,0
5,94,271,0
5,94,178,0
5,269,16,0
5,16,152,0
5,152,10,0
5,10,88,0
5,118,226,0
5,151,208,0
5,122,63,0
5,25,147,0
5,25,121,0
5,25,60,0
5,25,97,0
5,226,98,0
5,98,247,0
5,247,116,0
5,208,81,0
5,81,95,0
5,95,130,0
5,95,32,0
5,63,123,0
5,63,119,0
5,123,237,0
5,119,259,0
